,account_name,username,post_date,tweet
1511,kukikuki1,@PatricioRojo34,2021-11-10T10:56:00.000Z,kampus ini lingkung yang harus sehat justru jadi leceh seksual apalagi laku dosen sendiri cukup miris dengan berita akhirakhir ini harus perhati
1512,Ujung Jari,@Puang_Adha,2021-11-10T10:55:31.000Z,and others di kampus dulu kampus muhammadiyah ada dosen atau karyawan poligami saja langsung pecat apalagi keras seksual
1513,Tommy Tindo,@tomspice,2021-11-10T10:53:31.000Z,lebih penting bagi mereka urus orang zina daripada urus korban dan calon korban keras seksual di kampus tidak ada otak karena korban sudah terlalu banyak makanya muncul permen ini aku speechless lah lihat manusia kayak begini cih
1515,✰,@licoik,2021-11-10T10:50:00.000Z,laku keras seksual di kampus snagatlah tidak etis apalagi laku dosen yang haru ajar hal yang baik benar benar rusak moral
1516,O39.,@Bryanadriel1,2021-11-10T10:50:00.000Z,akhirakhir ini banyak berita kait keras seksual di lingkung kampus saya tuju dengan putus bapak nadiem makarim benar benar rusak moral
1517,Sonson24,@Sonson245,2021-11-10T10:50:00.000Z,sudah harus tindak keras seksual di lingkung kampus ini tindak cara tegas tanpa ada lindung bagi laku benar benar rusak moral
1518,Coco wafer88,@CWafer88,2021-11-10T10:50:00.000Z,aku jalur sama pak nadiem dalam tangan kasus leceh seksual di lingkung kampus karena kasihan korban benar benar rusak moral
1519,Oktavolama,@marai_wareg,2021-11-10T10:49:52.000Z,and beda mbak han ppks soal cegah keras seksual di kampus
1520,C,@rienagl,2021-11-10T10:48:31.000Z,laku keras seksual di kampus snagatlah tidak etis apalagi laku dosen yang haru ajar hal yang baik harus perhati
1521,mefntari,@mefntari,2021-11-10T10:45:07.000Z,pasti korban leceh seksual ini alami trauma yang cukup berat apalagi jadi ini jadi di lingkung kampus yang harus jadi tempat aman harus perhati
1522,saleem,@saleem946,2021-11-10T10:43:11.000Z,lihat leceh yang jadi di kampus kami juga dukung pak menteri soal nang kasus keras seksual di kampus harus perhati
1523,asiah,@asihassan8,2021-11-10T10:41:39.000Z,hukum untuk laku leceh seksual apalagi di lingkung kampus harus tegas kembali harus perhati pokok
1524,kinayah,@kinayhf,2021-11-10T10:40:00.000Z,akhirakhir ini yang memang banyak berita kait keras seksual di lingkung kampus saya tuju dengan putus bapak nadiem makarim harus perhati
1525,sdh,@sdhcakep,2021-11-10T10:40:00.000Z,sudah harus kalau tindak keras seksual di lingkung kampus ini tindak cara tegas tanpa ada lindung bagi laku harus perhati
1526,mina,@minadinaa,2021-11-10T10:40:00.000Z,menteri agama juga ikut dukung putus bapak nadiem dalam tangan masalah keras seksual di lingkung kampus harus perhati
1527,Harta Tahta itu bukan saya,@maspandi_,2021-11-10T10:33:58.000Z,and padahal dengan ada undang undang ini akan lindung anak perempuan kita saudara kita dari mungkin jadi korban keras seksual disekolahkampus urus zinah sudah atur kuhp pasal
1528,𝐵 𝒶 𝑔 𝑜 𝓃 𝑔 Atreides,@RagilSemar,2021-11-10T10:32:46.000Z,masalah itu bukan kami tidak mau rang keras seksual bodoh kami justru hindar atur yang judul anti keras seksual tapi malah bawa rusa yang lebih besar lagi ke dalam kampus kami mau atur yang komprehensif sesuai dengan budaya bangsa dan agama
1529,and,@andkfyh,2021-11-10T10:31:24.000Z,saya di sini juga ikut tolak ada keras seksual lingkung kampus karena itu rusak moral anak bangsa harus perhati
1530,and,@andkfyh,2021-11-10T10:31:24.000Z,saya di sini juga ikut tolak ada keras seksual lingkung kampus karena itu rusak moral anak bangsa harus perhati
1531,Rwnan,@Rwnan10,2021-11-10T10:30:00.000Z,saya sangat dukung bijak pak menteri nadiem makarim karena ini sangat manfaat untuk cegah jadi keras seksual di kampus
1532,Green,@greenmlll,2021-11-10T10:30:00.000Z,atur yang telah keluar menteri didik nadiem makarim sangat dukung anti keras seksual di kampus
1533,Fachmi Rachman,@FachmiRch,2021-11-10T10:28:53.000Z,pak nadiem makarim kampus merdeka juga harus seksual segera terbit sop tangan cegah keras seksual di instansi didik tanda tangan petisi
1534,Mata Najwa,@MataNajwa,2021-11-10T10:28:47.000Z,bagaimana suara mahasiswa sikap kasuskasus keras seksual di kampus lengkap di mata najwa ringkus predator seksual kampus rabu november waktu indonesia bagi barat di
1535,Ghazi Sadikin,@GhaziSadikin,2021-11-10T10:26:22.000Z,and tidak pernah ada ruang kosong tentang asusila di kampus pakai saja atur apalagi interaksi seksual pasang resmi pun apa boleh hubung seksual di kampus kan tidak juga norma atur yang laku lama ini kan seperti itu
1536,Agniaaa,@Agniaaa17,2021-11-10T10:23:39.000Z,sudah harus tindak keras seksual di lingkung kampus ini tindak cara tegas tanpa ada lindung bagi laku parah sekali
1537,Tiya arsinta,@ArsintaTiya,2021-11-10T10:23:23.000Z,menteri agama juga dukung putus bapak nadiem dalam tangan masalah keras seksual di lingkung kampus parah sekali
1538,t,@ChioagoT,2021-11-10T10:20:35.000Z,moga saja tiap kampus yang ada di indonesia keluar atur rektor kena keras seksual
1539,4,@SitinahKisaar,2021-11-10T10:20:13.000Z,sudah harus ada bijak soal tangan keras seksual yang ada di kampus
1540,Azmi,@azmighani969,2021-11-10T10:20:05.000Z,kampus ini lingkung yang harus sehat justru jadi leceh seksual apalagi laku dosen sendiri cukup miris dengan berita akhirakhir ini
1541,Ibnu Tasrip al-Wibuwi,@IbnuTasrip,2021-11-10T10:20:03.000Z,karena dalam pandang dia dia lihat sudah banyak kasus keras seksual di kampus makanya buat lah permen itu
1542,Ulfah adawiyah,@Ulfahadawiyah6,2021-11-10T10:20:00.000Z,pokok jangan biar saja jika ada keras seksual yang jadi di lingkung kampus
1543,mila,@suhaila723,2021-11-10T10:19:37.000Z,komitmen guru tinggi akan bentuk dengan terbit atur ini kampus yang aman dan bebas dari predatorpredator seksual
1544,ririka,@naoireq,2021-11-10T10:17:34.000Z,kampus ini lingkung yang harus sehat justru jadi leceh seksual apalagi laku dosen sendiri cukup miris dengan berita akhirakhir ini jangan sampai jadi kembali hal ini harus di
1545,irish,@rsuhye,2021-11-10T10:16:49.000Z,moga saja semua kampus yang ada di indonesia bisa keluar atur rektor di internal masingmasing kena keras seksual tolong untuk di
1546,suhyun,@obting,2021-11-10T10:14:49.000Z,memang masalah keras seksual di kampus harus ada tindak lanjut dan tidak boleh biar begitu saja tolong untuk di
1547,O24,@putrikecil024,2021-11-10T10:13:02.000Z,buat kalian hatihati ketika ajar di sekolah dan kampus karena banyak sekali predator seksual yang liar di kampus jangan sampai jadi kembali hal ini harus di
1548,Pak hen,@paksophian,2021-11-10T10:12:01.000Z,sangat dukung gera berantas predator seksual yang ada di kampus sehingga para mahasiswa dapat ajar cara aman ikan hukum bagi laku
1549,Arip Jangan Blendrang,@ABlendrang,2021-11-10T10:11:52.000Z,moga dengan ada atur sebut para laku leceh seksual di kampus mana jadi takut dan tobat sangat tidak etis
1550,Galih,@ivanckak,2021-11-10T10:11:46.000Z,lihat yang kian jadi di kampus kami juga dukung pak menteri soal nang kasus keras seksual di kampus keri
1551,Pak hen,@paksophian,2021-11-10T10:12:01.000Z,sangat dukung gera berantas predator seksual yang ada di kampus sehingga para mahasiswa dapat ajar cara aman ikan hukum bagi laku
1552,Arip Jangan Blendrang,@ABlendrang,2021-11-10T10:11:52.000Z,moga dengan ada atur sebut para laku leceh seksual di kampus mana jadi takut dan tobat sangat tidak etis
1553,Galih,@ivanckak,2021-11-10T10:11:46.000Z,lihat yang kian jadi di kampus kami juga dukung pak menteri soal nang kasus keras seksual di kampus keri
1554,kecilku05,@kecilku05,2021-11-10T10:11:31.000Z,hanya karena laku satu oknum saja bisa rusak nama baik kampus kasus leceh seksual begini harus tindak lanjut jangan sampai jadi kembali hal ini harus di
1555,Carmencita Sandwood,@carmencitasan53,2021-11-10T10:11:19.000Z,lihat yang kian jadi di kamous kami juga dukung pak menteri soal nang kasus keras seksual di kampus harus
1556,Vero0101,@Vero01012,2021-11-10T10:10:45.000Z,atur yang telah di terbit akan cegah jadi leceh seksual lingkung kampus mana ikan ajar
1557,Widas,@WidasSatyo,2021-11-10T10:10:43.000Z,and oke noted biar akomodasi semua penting karena konteks permendikbud kampus harus bebas dari segala aktivitas seksual korban keras wajib lindung plus hindar tafsir legalitas seks bebas aku tidak tau bagaimana redaksi yang pas tetapi kurang lebih seperti itu
1558,Saepulahi,@Saepulahi1,2021-11-10T10:10:23.000Z,buat kalian hatihati ketika ajar di sekolah dan kampus karena banyak sekali predator seksual yang liar di kampus atur harus ketat
1559,Syamil Hazard,@HazardSyamil,2021-11-10T10:08:49.000Z,kampus ini lingkung yang harus sehat justru jadi leceh seksual apalagi laku dosen sendiri cukup miris dengan berita akhirakhir ini sangat tidak etis
1560,Jaemrrr,@jaemrrr2,2021-11-10T10:08:45.000Z,hukum untuk laku leceh seksual apalagi di lingkung kampus harus tegas kembali agar kampus aman tentu harus
1561,GGMU,@xnact,2021-11-10T10:08:26.000Z,bagaimana orang konservatif mau tuju undang undang atau permen tentang keras seksual kalau argumen kayak begitu kenapa sih tidak masuk satu pasal saja bahwa di lingkung kampus juga tidak kenan jadi seks bebas karena dalam pandang umum itu juga anggap cela winwin solusi lo
1562,sya,@hojk99,2021-11-10T10:08:22.000Z,saya sangat dukung bijak pak menteri nadiem makarim karena ini sangat manfaat untuk cegah jadi keras seksual di kampus ikan ajar
1563,Nunung h,@Nunungh9,2021-11-10T10:08:05.000Z,sudah harus tindak keras seksual di lingkung kampus ini tindak cara tegas tanpa ada lindung bagi laku jadi ini dampak buruk bagi korban
1564,Fitri ana,@Fitrian360,2021-11-10T10:07:40.000Z,menteri agama juga dukung putus bapak nadiem dalam tangan masalah keras seksual di lingkung kampus jadi ini dampak buruk bagi korban
1565,Zuanira,@Zuanira2,2021-11-10T10:04:17.000Z,atur yang telah di terbit akan cegah jadi leceh seksual lingkung kampus mana sangat tidak etis
1566,Rinaer,@Rinaer10,2021-11-10T10:04:16.000Z,saya di sini juga tolak ada keras seksual lingkung kampus karena itu rusak moral anak bangsa jadi ini dampak buruk bagi korban
1567,BetaJaga,@BetaJaga,2021-11-10T10:04:14.000Z,memang sangat bahaya sekali predator seksual yang liar di kampus maka dari itu harus buat bijak yang buat mereka jerah ikan hukum bagi laku
1568,BetaJanji,@BetaJanji4,2021-11-10T10:03:56.000Z,saya sangat dukung bijak pak menteri nadiem makarim karena ini sangat manfaat untuk cegah jadi keras seksual di kampus ikan hukum bagi laku
1569,Pray for Indonesia,@MawasDir,2021-11-10T10:03:37.000Z,and benar solusi gampang yaitu larang laku giat seksual di lingkung kampussekolah
1570,Asnia,@asn4nia,2021-11-10T10:03:34.000Z,aku jalur sama pak nadiem dalam tangan kasus leceh seksual di lingkung kampus karena kasihan korban ikan ajar
1571,Kopi_pilihan,@kopi_pilihan,2021-11-10T10:03:25.000Z,buat kalian hatihati ketika ajar di sekolah dan kampus karena banyak sekali predator seksual yang liar di kampus ikan hukum bagi laku
1572,tya,@gajahmerahmuda,2021-11-10T10:02:50.000Z,ini yang bilang tambah beban tugas pt ingin ta hihhh urus leceh seksual bilang tambah beban tapi bangun hotel tambah starbck ada showroom dalam kampus tidak apa apa
1573,Rudisudadar,@rudisudadar,2021-11-10T10:00:39.000Z,buat kalian hatihati ketika ajar di sekolah dan kampus karena banyak sekali predator seksual yang liar di kampus harus perhati
1574,argus,@argusmanga,2021-11-10T10:00:31.000Z,pokok jangan biar saja jika ada keras seksual yang jadi di lingkung kampus dukung putus pak nadiem
1575,Siti Jalaliyah,@SJalaliyah,2021-11-10T10:00:23.000Z,saat kita berantas predator seksual yang edar di kampus bahkan sekolah ikan hukum bagi laku
1576,sponge,@Spongebob109876,2021-11-10T09:59:33.000Z,sangat dukung gera berantas predator seksual yang ada di kampus sehingga para mahasiswa dapat ajar cara aman ikan ajar
1577,es,@heyooooo_16,2021-11-10T09:59:16.000Z,kampus rupa tempat mahasiswa untuk tuntut ilmu maka dari itu harus bebas dari para predator seksual ikan ajar
1578,Cintiamutia24,@cintiamutia24,2021-11-10T09:59:03.000Z,saya sangat dukung bijak pak menteri nadiem makarim karena ini sangat manfaat untuk cegah jadi keras seksual di kampus harus perhati
1579,Me,@yellowglowsss,2021-11-10T09:58:58.000Z,saat kita berantas predator seksual yang edar di kampus bahkan sekolah ikan ajar
1580,Ardiansyahyu,@Ardiansyahyu1,2021-11-10T09:58:27.000Z,memang sangat bahaya sekali predator seksual yang liar di kampus maka dari itu harus buat bijak yang buat mereka jerah harus perhati
1581,chou,@choumanga,2021-11-10T09:58:02.000Z,kampus harus bisa tangan jika ada masalah keras seksual yang jadi di lingkung sebut dukung putus pak nadiem
1582,Nanta,@princes_nanta,2021-11-10T09:57:00.000Z,lihat yang kian jadi di kamous kami juga dukung pak menteri soal nang kasus keras seksual di kampus laku harus jera
1583,pharsa,@pharsamanga,2021-11-10T09:56:58.000Z,moga saja semua kampus yang ada di indonesia bisa keluar atur rektor di internal masingmasing kena keras seksual dukung putus pak nadiem
1584,Dulio,@Duliogan,2021-11-10T09:54:20.000Z,sudah harus tindak keras seksual di lingkung kampus ini tindak cara tegas tanpa ada lindung bagi laku dukung putus pak nadiem
1585,Rezky Ramadhan,@RezkyRa62443574,2021-11-10T09:54:09.000Z,memang sangat bahaya sekali predator seksual yang liar di kampus maka dari itu harus buat bijak yang buat mereka jerah jadi ini dampak buruk bagi korban
1586,SAINT,@imsaintsmile,2021-11-10T09:54:04.000Z,sudah harus tindak keras seksual di lingkung kampus ini tindak cara tegas tanpa ada lindung bagi laku parah sekali
1587,Sandi Ramadhan,@SandiRa42013037,2021-11-10T09:54:02.000Z,saya sangat dukung bijak pak menteri nadiem makarim karena ini sangat manfaat untuk cegah jadi keras seksual di kampus jadi ini dampak buruk bagi korban
1588,Monica Indriani,@MonicaIndrian20,2021-11-10T09:54:02.000Z,buat kalian hatihati ketika ajar di sekolah dan kampus karena banyak sekali predator seksual yang liar di kampus jadi ini dampak buruk bagi korban
1589,Nurina,@nurinacantika,2021-11-10T09:54:00.000Z,hukum untuk laku leceh seksual apalagi di lingkung kampus harus tegas kembali laku harus jera
1590,AgnesLim,@agneslim670,2021-11-10T09:54:00.000Z,terus maju pak menteri nadiem makarim berantas seluruh predator seksual di sekolah ya agar kampus aman tentu harus
1591,Inibaru.id,@officialInibaru,2021-11-10T09:53:05.000Z,permendikbud nomor tahun buat kemendikbudristek untuk cegah leceh seksual di kampus guru tinggi namun atur ini justru jadi kontroversi dan dapat kritik dari jumlah pihak apa saja permendikbud nomor tahun buat kemendikbudristek untuk cegah leceh seksual di kampus guru tinggi namun atur ini justru jadi kontroversi dan dapat kritik
1592,Natalia,@Nataliaamanga,2021-11-10T09:52:52.000Z,memang harus ada bijak kena tangan keras seksual yang ada di kampus dukung putus pak nadiem
1593,Kyutoryu,@AshuraIchibugi,2021-11-10T09:52:14.000Z,kampus harus bisa tangan jika ada masalah keras seksual yang jadi di lingkung sebut ikan hukum bagi laku
1594,natashyalim,@natashyalim1,2021-11-10T09:52:10.000Z,dari dulu keras seksual marak jadi di sekolah namun tidak ada tindak lanjut yang buat jera para predator sebut agar kampus aman tentu harus
1595,Bella,@nimeajNa_Dream,2021-11-10T09:51:57.000Z,pokok jangan biar saja jika ada keras seksual yang jadi di lingkung kampus kasihan korban alami trauma
1596,Tristanadira3,@tristanadira3,2021-11-10T09:51:14.000Z,hanya karena laku satu oknum saja bisa rusak nama baik kampus kasus leceh seksual begini harus tindak lanjut kasihan korban
1597,Sukuna,@FukumaMiizushi,2021-11-10T09:51:08.000Z,moga saja semua kampus yang ada di indonesia bisa keluar atur rektor di internal masingmasing kena keras seksual ikan hukum bagi laku
1598,Vian Naksku,@naksku,2021-11-10T09:50:44.000Z,moga saja ada tindak lanjut kena atur kena keras seksual yang jadi di kampus kasihan korban alami trauma
1599,Selina,@kingsantang_,2021-11-10T09:50:39.000Z,aku jalur sama pak nadiem dalam tangan kasus leceh seksual di lingkung kampus karena kasihan korban dukung putus pak nadiem
1600,Jafar Ghofar,@GhofarJafar,2021-11-10T09:50:31.000Z,bagaimana mahasiswamahasiswi bisa tuntut ilmu dengan tenang apabila banyak predator seksual yang liar di kampus mereka sangat tidak etis
